text,intent
Bầm tím dễ dàng 2 tuần gần đây. Rối loạn giấc ngủ nhẹ khi nghỉ. Vàng da vàng mắt gần đây.,Xơ gan hoặc gan có vấn đề
Nấc kéo dài từng cơn. Phù mặt từng cơn về đêm. Hơi thở có mùi hôi từng cơn 2 tuần gần đây. Ớn lạnh tăng dần 1 tuần nay.,Suy thận
"Hiện tại, Bụng to do cổ trướng từng cơn về đêm. Đau tức hạ sườn phải nhiều khi nghỉ.",Xơ gan hoặc gan có vấn đề
"Hiện tại, Sa búi trĩ nhẹ khi nghỉ. Chảy máu khi đi tiêu.",Trĩ
Phù mặt dai dẳng về đêm. Căng tức khi đi tiểu dai dẳng 1 tuần nay. Da khô và ngứa ngáy nhiều về đêm. Nước tiểu sẫm màu từng cơn 2 tuần gần đây.,Suy thận
Đau khi ngồi lâu nhiều khi gắng sức. Chảy máu khi đi tiêu dai dẳng về đêm. Cảm giác cộm vướng từng cơn. Đau rát hậu môn tăng dần gần đây.,Trĩ
"Hiện tại, Vảy da từng cơn 1 tuần nay. Da sưng nề tăng dần.",Viêm da tiếp xúc
"Gần đây, Sa búi trĩ. Dịch nhầy quanh hậu môn dai dẳng 1 tuần nay. Đau rát hậu môn từng cơn vài ngày nay. Chảy máu khi đi tiêu từng cơn khi nghỉ. Đau khi ngồi lâu nhiều 1 tuần nay.",Trĩ
"Khoảng 3 ngày nay, Chảy nước mũi dai dẳng về đêm. Sốt cao khi nghỉ. Ớn lạnh dai dẳng 1 tuần nay. Viêm họng dai dẳng về đêm. Đau họng nhiều 2 tuần gần đây.",Cảm cúm hoặc cảm lạnh
"Gần đây, Dịch nhầy quanh hậu môn nhẹ về đêm. Chảy máu khi đi tiêu nhẹ vài ngày nay. Sưng quanh hậu môn nhẹ 1 tuần nay.",Trĩ
Ngứa quanh hậu môn dai dẳng khi gắng sức. Dịch nhầy quanh hậu môn từng cơn 2 tuần gần đây. Sưng quanh hậu môn từng cơn gần đây. Cảm giác cộm vướng 1 tuần nay. Chảy máu khi đi tiêu tăng dần 2 tuần gần đây.,Trĩ
"Khoảng vài hôm, Nhìn mờ dai dẳng khi gắng sức. Khát nước liên tục nhiều gần đây. Cảm giác kiến bò ở bàn chân nhẹ gần đây. Giảm cân không chủ ý nhẹ về đêm.",Tiểu đường
Đau đầu dai dẳng. Nhức mỏi toàn thân khi gắng sức.,Cảm cúm hoặc cảm lạnh
Ho khan dai dẳng nhẹ về đêm. Ngất khi nghỉ. Phù mắt cá chân nhiều khi nghỉ. Nhịp tim không đều về đêm.,Tim mạch
Đau cơ nhẹ gần đây. Viêm họng từng cơn 2 tuần gần đây.,Cảm cúm hoặc cảm lạnh
Da nứt nẻ dai dẳng khi nghỉ. Vảy da dai dẳng 2 tuần gần đây. Da dày lên theo mảng từng cơn vài ngày nay.,Viêm da tiếp xúc
"Thỉnh thoảng, Khô miệng từng cơn 1 tuần nay. Tê bì tay chân nhiều khi gắng sức. Hơi thở mùi trái cây từng cơn 1 tuần nay. Ngứa da nhiều khi nghỉ. Chuột rút gần đây.",Tiểu đường
Phù chân nhẹ khi nghỉ. Bầm tím dễ dàng tăng dần. Sụt cân tăng dần về đêm. Ngứa da nhiều khi nghỉ. Mệt mỏi nhiều khi nghỉ.,Xơ gan hoặc gan có vấn đề
Đau rát hậu môn nhiều vài ngày nay. Sưng quanh hậu môn nhẹ về đêm. Sa búi trĩ từng cơn. Cảm giác cộm vướng khi nghỉ.,Trĩ
Đau rát khi đi tiểu tăng dần. Nước tiểu có mùi hôi tăng dần về đêm.,Sỏi thận
Cứng khớp buổi sáng dai dẳng 2 tuần gần đây. Nóng đỏ khớp nhẹ khi nghỉ. Cứng lưng buổi sáng từng cơn về đêm.,Đau lưng và viêm khớp
Chảy máu cam từng cơn vài ngày nay. Bụng to do cổ trướng nhiều 2 tuần gần đây. Bầm tím dễ dàng nhẹ 1 tuần nay. Lòng bàn tay đỏ nhiều khi nghỉ.,Xơ gan hoặc gan có vấn đề
Ngứa da nhẹ 2 tuần gần đây. Đi tiểu nhiều lần khi gắng sức. Hơi thở mùi trái cây nhiều. Chuột rút từng cơn. Nhìn mờ nhiều khi nghỉ.,Tiểu đường
"Hiện tại, Đau lan hàm hoặc cổ nhiều vài ngày nay. Khò khè khi nằm nhẹ về đêm. Nhịp tim không đều dai dẳng 1 tuần nay. Tim đập nhanh nhẹ 1 tuần nay. Đau lan cánh tay trái 2 tuần gần đây.",Tim mạch
Sổ mũi tăng dần 1 tuần nay. Đau cơ dai dẳng. Sốt nhiều 1 tuần nay. Đau họng nhẹ về đêm. Khò khè tăng dần khi nghỉ.,Cảm cúm hoặc cảm lạnh
"Hiện tại, Vảy da khi nghỉ. Ban đỏ giới hạn vùng tiếp xúc nhẹ.",Viêm da tiếp xúc
Khó thở khi nghỉ. Mệt mỏi bất thường nhẹ về đêm. Khò khè khi nằm tăng dần khi nghỉ.,Tim mạch
Đau rát hậu môn dai dẳng về đêm. Sưng quanh hậu môn nhiều 1 tuần nay. Chảy máu khi đi tiêu dai dẳng khi gắng sức. Dịch nhầy quanh hậu môn nhẹ gần đây.,Trĩ
Chuột rút dai dẳng khi gắng sức. Khát về đêm tăng dần 1 tuần nay. Giảm cân không chủ ý dai dẳng.,Tiểu đường
Mệt mỏi nhẹ 1 tuần nay. Đau đầu nhẹ 2 tuần gần đây. Sốt nhẹ nhiều.,Cảm cúm hoặc cảm lạnh
Sưng quanh hậu môn nhiều 2 tuần gần đây. Ngứa quanh hậu môn từng cơn gần đây. Đau khi ngồi lâu nhiều khi nghỉ.,Trĩ
Da sưng nề 2 tuần gần đây. Mụn nước phồng rộp từng cơn khi gắng sức. Ban đỏ giới hạn vùng tiếp xúc dai dẳng gần đây. Rát bỏng da khi nghỉ. Vảy da gần đây.,Viêm da tiếp xúc
Tiểu ra máu dai dẳng về đêm. Đau quặn hông lưng từng cơn. Sốt tăng dần gần đây. Đau tăng từng cơn từng cơn gần đây. Nước tiểu có mùi hôi khi gắng sức.,Sỏi thận
Hoa mắt hoa mắt nhẹ 1 tuần nay. Nước tiểu có bọt nhiều gần đây. Tiểu đêm nhiều tăng dần khi nghỉ. Tiểu ít nhiều vài ngày nay.,Suy thận
Lạo xạo khi cử động khớp. Đau tăng khi nâng vật nặng tăng dần. Đau lan xuống mông hoặc chân gần đây. Đau lưng dữ dội dai dẳng về đêm. Đau tăng khi ngồi lâu dai dẳng khi gắng sức.,Đau lưng và viêm khớp
"Gần đây, Tiểu gấp khi gắng sức. Sốt từng cơn 2 tuần gần đây. Đau lan xuống háng nhiều khi nghỉ.",Sỏi thận
"Hiện tại, Nước tiểu đục tăng dần về đêm. Sốt khi nghỉ.",Sỏi thận
Ho có đờm nhẹ khi gắng sức. Ho tăng dần.,Cảm cúm hoặc cảm lạnh
"Khoảng 1 tuần nay, Nhìn mờ khi gắng sức. Khát về đêm tăng dần. Nhiễm trùng da tái phát dai dẳng gần đây.",Tiểu đường
Vảy da dai dẳng khi gắng sức. Da dày lên theo mảng vài ngày nay. Cảm giác châm chích nhẹ. Da nứt nẻ gần đây. Mụn nước phồng rộp nhiều gần đây.,Viêm da tiếp xúc
"Hiện tại, Đổ mồ hôi khi nghỉ. Hắt hơi dai dẳng về đêm.",Cảm cúm hoặc cảm lạnh
Đi tiểu nhiều lần từng cơn gần đây. Cảm giác kiến bò ở bàn chân nhiều. Khát nước liên tục nhẹ khi gắng sức. Nhiễm trùng da tái phát tăng dần gần đây. Đói và mệt mỏi nhiều khi nghỉ.,Tiểu đường
Yếu chân dai dẳng 1 tuần nay. Đau lưng dữ dội tăng dần 1 tuần nay. Đau tăng khi ngồi lâu dai dẳng khi gắng sức. Tê bì chân tăng dần gần đây. Lạo xạo khi cử động khớp nhẹ vài ngày nay.,Đau lưng và viêm khớp
"Gần đây, Chảy nước mũi nhẹ 2 tuần gần đây. Viêm họng từng cơn khi nghỉ.",Cảm cúm hoặc cảm lạnh
"Thỉnh thoảng, Khát nước liên tục dai dẳng về đêm. Hơi thở mùi trái cây nhiều 1 tuần nay. Tê bì tay chân tăng dần gần đây.",Tiểu đường
Khát về đêm dai dẳng khi gắng sức. Vết thương lâu lành dai dẳng khi nghỉ. Chuột rút dai dẳng vài ngày nay. Nhiễm trùng da tái phát từng cơn về đêm.,Tiểu đường
Nước tiểu có mùi hôi từng cơn khi gắng sức. Đau quặn hông lưng dai dẳng gần đây. Tiểu buốt nhiều khi nghỉ.,Sỏi thận
Sốt 1 tuần nay. Buồn nôn nhiều khi nghỉ. Đau quặn hông lưng nhiều vài ngày nay. Đau tăng từng cơn khi nghỉ.,Sỏi thận
"Gần đây, Nước tiểu đục dai dẳng khi nghỉ. Tiểu ra máu tăng dần. Tiểu gấp từng cơn khi nghỉ.",Sỏi thận
Sốt vài ngày nay. Ớn lạnh nhẹ gần đây. Sốt nhẹ từng cơn gần đây.,Cảm cúm hoặc cảm lạnh
Khát nước liên tục nhẹ 1 tuần nay. Ngứa da dai dẳng 1 tuần nay. Đói và mệt mỏi nhiều 2 tuần gần đây. Nhìn mờ tăng dần vài ngày nay.,Tiểu đường
"Hiện tại, Hạn chế vận động tăng dần vài ngày nay. Sưng khớp từng cơn khi gắng sức. Nóng đỏ khớp nhẹ khi gắng sức.",Đau lưng và viêm khớp
"Gần đây, Chảy máu khi đi tiêu nhiều. Cảm giác cộm vướng. Sưng quanh hậu môn nhẹ khi gắng sức.",Trĩ
"Hiện tại, Vảy da tăng dần gần đây. Da nứt nẻ nhẹ về đêm. Da dày lên theo mảng dai dẳng về đêm. Mụn nước phồng rộp tăng dần vài ngày nay.",Viêm da tiếp xúc
"Hiện tại, Ngứa quanh hậu môn nhiều vài ngày nay. Chảy máu khi đi tiêu từng cơn về đêm. Dịch nhầy quanh hậu môn từng cơn 1 tuần nay.",Trĩ
Sụt cân nhiều gần đây. Vàng da vàng mắt tăng dần khi nghỉ. Chảy máu cam nhiều về đêm. Lòng bàn tay đỏ 1 tuần nay.,Xơ gan hoặc gan có vấn đề
Hắt hơi từng cơn gần đây. Sốt nhẹ dai dẳng khi gắng sức. Sốt cao từng cơn khi nghỉ. Ho khan từng cơn 2 tuần gần đây.,Cảm cúm hoặc cảm lạnh
"Thỉnh thoảng, Mụn nước phồng rộp nhẹ khi nghỉ. Da nứt nẻ dai dẳng 1 tuần nay.",Viêm da tiếp xúc
Ngứa quanh hậu môn từng cơn khi gắng sức. Đau khi ngồi lâu nhiều. Dịch nhầy quanh hậu môn nhiều gần đây. Cảm giác cộm vướng nhẹ vài ngày nay. Đau rát hậu môn nhiều.,Trĩ
Da khô và ngứa dai dẳng khi gắng sức. Phù mặt dai dẳng 2 tuần gần đây. Chuột rút cơ nhiều về đêm. Phù mắt cá từng cơn về đêm. Khó thở dai dẳng khi gắng sức.,Suy thận
Đau đầu từng cơn 1 tuần nay. Nhức mỏi toàn thân từng cơn 2 tuần gần đây. Hắt hơi 1 tuần nay. Đổ mồ hôi 1 tuần nay.,Cảm cúm hoặc cảm lạnh
"Hiện tại, Đau lan xuống mông hoặc chân tăng dần vài ngày nay. Sưng nhức khớp cổ tay nhẹ về đêm. Lạo xạo khi cử động khớp từng cơn khi gắng sức.",Đau lưng và viêm khớp
Chuột rút tăng dần gần đây. Giảm cân không chủ ý nhẹ gần đây.,Tiểu đường
"Hiện tại, Ngứa dữ dội nhẹ khi nghỉ. Da dày lên theo mảng dai dẳng 2 tuần gần đây. Cảm giác châm chích về đêm. Da sưng nề từng cơn khi gắng sức.",Viêm da tiếp xúc
Ngất 1 tuần nay. Đau tức ngực nhiều vài ngày nay. Tim đập nhanh tăng dần khi nghỉ. Ho khan dai dẳng 2 tuần gần đây.,Tim mạch
"Hiện tại, Dịch nhầy quanh hậu môn 1 tuần nay. Ngứa quanh hậu môn từng cơn. Cảm giác cộm vướng nhẹ vài ngày nay.",Trĩ
Tiểu gấp tăng dần gần đây. Đau quặn hông lưng nhiều 2 tuần gần đây. Nôn nhiều. Tiểu ra máu nhẹ về đêm. Tiểu buốt tăng dần về đêm.,Sỏi thận
"Khoảng 2 tuần, Đau đầu 1 tuần nay. Đổ mồ hôi về đêm.",Cảm cúm hoặc cảm lạnh
Khát về đêm từng cơn 1 tuần nay. Hơi thở mùi trái cây nhiều 1 tuần nay. Vết thương lâu lành nhẹ 1 tuần nay. Nhiễm trùng da tái phát tăng dần. Đói và mệt mỏi 2 tuần gần đây.,Tiểu đường
Rối loạn giấc ngủ dai dẳng 1 tuần nay. Lòng bàn tay đỏ nhẹ vài ngày nay.,Xơ gan hoặc gan có vấn đề
Chảy máu cam tăng dần vài ngày nay. Lòng bàn tay đỏ dai dẳng khi nghỉ. Phù chân nhẹ về đêm. Rối loạn giấc ngủ dai dẳng 2 tuần gần đây. Bụng to do cổ trướng từng cơn 1 tuần nay.,Xơ gan hoặc gan có vấn đề
"Hiện tại, Nước tiểu có bọt tăng dần vài ngày nay. Ớn lạnh từng cơn 2 tuần gần đây. Cơ giật dai dẳng gần đây.",Suy thận
Nặng ngực nhẹ. Khó thở dai dẳng về đêm. Mệt mỏi bất thường nhẹ 2 tuần gần đây. Ngất nhiều 2 tuần gần đây. Đau lan hàm hoặc cổ tăng dần về đêm.,Tim mạch
Cảm giác châm chích nhẹ vài ngày nay. Da sưng nề nhiều vài ngày nay. Rát bỏng da tăng dần.,Viêm da tiếp xúc
Vảy da dai dẳng 2 tuần gần đây. Da dày lên theo mảng.,Viêm da tiếp xúc
Đau lan hàm hoặc cổ nhiều khi nghỉ. Khó thở. Đau tức ngực nhẹ khi gắng sức. Ho khan dai dẳng tăng dần về đêm. Khò khè khi nằm nhẹ gần đây.,Tim mạch
Cứng lưng buổi sáng tăng dần khi gắng sức. Cứng khớp buổi sáng nhẹ. Đau tăng khi nâng vật nặng nhiều 2 tuần gần đây. Đau tăng khi vận động khớp tăng dần khi nghỉ.,Đau lưng và viêm khớp
Đau lan hàm hoặc cổ 1 tuần nay. Vã mồ hôi lạnh nhiều vài ngày nay. Phù mắt cá chân từng cơn. Đau tức ngực dai dẳng khi nghỉ.,Tim mạch
"Khoảng 1 tuần nay, Nhịp tim không đều vài ngày nay. Ngất nhiều gần đây. Chóng mặt vài ngày nay. Vã mồ hôi lạnh dai dẳng 2 tuần gần đây. Nặng ngực nhẹ 1 tuần nay.",Tim mạch
Đau đầu nhẹ khi gắng sức. Nhức mỏi toàn thân về đêm.,Cảm cúm hoặc cảm lạnh
Đau lan xuống mông hoặc chân tăng dần vài ngày nay. Hạn chế vận động từng cơn về đêm.,Đau lưng và viêm khớp
Đau lan xuống mông hoặc chân từng cơn gần đây. Nóng đỏ khớp gần đây. Đau tăng khi nâng vật nặng từng cơn khi nghỉ. Hạn chế vận động 1 tuần nay.,Đau lưng và viêm khớp
Đau tăng khi ngồi lâu dai dẳng vài ngày nay. Nóng đỏ khớp tăng dần. Yếu chân từng cơn. Sưng khớp dai dẳng 2 tuần gần đây. Sưng đau khớp gối tăng dần gần đây.,Đau lưng và viêm khớp
Khó thở tăng dần gần đây. Ngất nhiều khi nghỉ. Tim đập nhanh gần đây. Phù mắt cá chân gần đây.,Tim mạch
Ho khan nhiều vài ngày nay. Ho khi gắng sức. Đau đầu nhiều. Đổ mồ hôi nhẹ.,Cảm cúm hoặc cảm lạnh
Cơ giật nhẹ khi nghỉ. Đau ngực tăng dần 1 tuần nay.,Suy thận
"Hiện tại, Vết thương lâu lành nhiều 1 tuần nay. Hơi thở mùi trái cây nhẹ gần đây. Nhiễm trùng da tái phát 1 tuần nay. Chuột rút tăng dần khi gắng sức.",Tiểu đường
Nhiễm trùng da tái phát nhẹ khi nghỉ. Ngứa da dai dẳng vài ngày nay. Nhìn mờ nhiều.,Tiểu đường
Mệt mỏi bất thường nhẹ gần đây. Khó thở nhẹ khi nghỉ. Đau lan cánh tay trái 2 tuần gần đây. Vã mồ hôi lạnh tăng dần vài ngày nay. Khò khè khi nằm từng cơn.,Tim mạch
Cảm giác cộm vướng dai dẳng 1 tuần nay. Ngứa quanh hậu môn nhẹ về đêm. Chảy máu khi đi tiêu nhẹ vài ngày nay. Đau rát hậu môn nhẹ 1 tuần nay. Sa búi trĩ từng cơn vài ngày nay.,Trĩ
Ho khan dai dẳng tăng dần về đêm. Phù mắt cá chân nhẹ khi gắng sức. Ngất về đêm. Đau lan hàm hoặc cổ từng cơn khi nghỉ. Vã mồ hôi lạnh từng cơn vài ngày nay.,Tim mạch
Ho khan dai dẳng nhiều khi gắng sức. Đau tức ngực nhiều. Vã mồ hôi lạnh về đêm. Chóng mặt dai dẳng khi nghỉ.,Tim mạch
"Hiện tại, Hồi hộp đánh trống ngực tăng dần vài ngày nay. Nhịp tim không đều dai dẳng khi gắng sức. Nặng ngực nhiều. Ngất nhẹ vài ngày nay. Ho khan dai dẳng.",Tim mạch
Chán ăn nhẹ gần đây. Lòng bàn tay đỏ tăng dần khi nghỉ. Bụng to do cổ trướng khi nghỉ. Phù chân tăng dần 2 tuần gần đây.,Xơ gan hoặc gan có vấn đề
Ho khan dai dẳng. Đau tức ngực nhiều gần đây. Nặng ngực nhiều. Chóng mặt nhẹ khi nghỉ.,Tim mạch
"Gần đây, Buồn nôn dai dẳng gần đây. Đau quặn hông lưng từng cơn vài ngày nay. Tiểu ra máu nhiều 2 tuần gần đây. Sốt từng cơn 2 tuần gần đây. Đau rát khi đi tiểu từng cơn khi nghỉ.",Sỏi thận
"Hiện tại, Đi tiểu nhiều lần tăng dần 2 tuần gần đây. Tê bì tay chân từng cơn khi gắng sức. Khát về đêm từng cơn khi nghỉ. Cảm giác kiến bò ở bàn chân khi gắng sức.",Tiểu đường
"Hiện tại, Ho khan từng cơn vài ngày nay. Ớn lạnh nhẹ. Đau đầu nhiều gần đây. Nhức mỏi toàn thân từng cơn vài ngày nay.",Cảm cúm hoặc cảm lạnh
Hơi thở có mùi hôi tăng dần vài ngày nay. Phù chân nhẹ. Khó thở dai dẳng. Cơ giật tăng dần 1 tuần nay.,Suy thận
Đau tức ngực 1 tuần nay. Nhịp tim không đều khi nghỉ. Ngất từng cơn gần đây. Hồi hộp đánh trống ngực khi gắng sức. Mệt mỏi bất thường từng cơn khi nghỉ.,Tim mạch
Buồn nôn tăng dần 2 tuần gần đây. Khó thở tăng dần về đêm. Đau ngực từng cơn vài ngày nay. Nấc kéo dài dai dẳng 2 tuần gần đây.,Suy thận
Đau lan cánh tay trái từng cơn 2 tuần gần đây. Nhịp tim không đều nhiều vài ngày nay.,Tim mạch
"Hiện tại, Khò khè khi nằm dai dẳng gần đây. Phù mắt cá chân 2 tuần gần đây.",Tim mạch
Sa búi trĩ dai dẳng. Dịch nhầy quanh hậu môn nhẹ. Cảm giác cộm vướng tăng dần gần đây.,Trĩ
Đau tức hạ sườn phải nhiều khi nghỉ. Vàng da vàng mắt tăng dần gần đây. Phù chân.,Xơ gan hoặc gan có vấn đề
"Thỉnh thoảng, Sốt khi gắng sức. Đau rát khi đi tiểu dai dẳng khi gắng sức. Tiểu gấp vài ngày nay.",Sỏi thận
Chuột rút dai dẳng. Ngứa da nhẹ vài ngày nay. Hơi thở mùi trái cây dai dẳng gần đây. Khát về đêm từng cơn. Đói và mệt mỏi nhẹ.,Tiểu đường
Đau lan xuống háng nhiều. Tiểu gấp 2 tuần gần đây. Tiểu ra máu từng cơn khi nghỉ. Tiểu buốt tăng dần gần đây.,Sỏi thận
Sa búi trĩ tăng dần 1 tuần nay. Sưng quanh hậu môn 2 tuần gần đây. Dịch nhầy quanh hậu môn tăng dần khi nghỉ. Đau rát hậu môn từng cơn vài ngày nay.,Trĩ
Mệt mỏi tăng dần về đêm. Đau tức hạ sườn phải từng cơn khi gắng sức. Buồn nôn nhẹ gần đây.,Xơ gan hoặc gan có vấn đề
Hơi thở mùi trái cây tăng dần khi gắng sức. Khô miệng từng cơn. Ngứa da dai dẳng.,Tiểu đường
Sốt nhẹ dai dẳng. Viêm họng tăng dần.,Cảm cúm hoặc cảm lạnh
Da sưng nề tăng dần khi gắng sức. Da rỉ dịch tăng dần khi gắng sức. Cảm giác châm chích dai dẳng khi gắng sức. Da dày lên theo mảng khi nghỉ. Vảy da tăng dần.,Viêm da tiếp xúc
Nước tiểu có bọt về đêm. Da khô và ngứa từng cơn về đêm. Cơ giật dai dẳng 1 tuần nay.,Suy thận
Khát nước liên tục tăng dần gần đây. Tê bì tay chân tăng dần. Đi tiểu nhiều lần về đêm.,Tiểu đường
Đau tức ngực nhẹ khi gắng sức. Phù mắt cá chân từng cơn gần đây. Đau lan hàm hoặc cổ từng cơn 2 tuần gần đây. Tim đập nhanh nhiều khi gắng sức.,Tim mạch
Mệt mỏi 1 tuần nay. Nước tiểu sẫm màu 1 tuần nay. Buồn nôn nhẹ gần đây. Phù chân từng cơn khi gắng sức. Bầm tím dễ dàng về đêm.,Xơ gan hoặc gan có vấn đề
"Thỉnh thoảng, Da rỉ dịch dai dẳng 2 tuần gần đây. Da nứt nẻ dai dẳng vài ngày nay. Rát bỏng da vài ngày nay.",Viêm da tiếp xúc
Cứng khớp buổi sáng tăng dần. Đau lưng dữ dội từng cơn 1 tuần nay. Đau tăng khi nâng vật nặng từng cơn khi nghỉ.,Đau lưng và viêm khớp
Chảy nước mũi từng cơn. Hắt hơi nhẹ khi gắng sức.,Cảm cúm hoặc cảm lạnh
Lạo xạo khi cử động khớp 1 tuần nay. Đau tăng khi ngồi lâu từng cơn 1 tuần nay.,Đau lưng và viêm khớp
"Khoảng 2 tuần, Chảy máu cam nhiều gần đây. Đau tức hạ sườn phải nhẹ 2 tuần gần đây. Sụt cân dai dẳng 2 tuần gần đây. Phù chân nhiều 2 tuần gần đây.",Xơ gan hoặc gan có vấn đề
"Hiện tại, Ho khan tăng dần khi gắng sức. Đau đầu nhiều 1 tuần nay. Sốt cao dai dẳng. Hắt hơi nhẹ 2 tuần gần đây. Ho dai dẳng 1 tuần nay.",Cảm cúm hoặc cảm lạnh
"Gần đây, Sốt vài ngày nay. Nước tiểu đục nhẹ vài ngày nay.",Sỏi thận
"Thỉnh thoảng, Hoa mắt chóng mặt nhẹ gần đây. Nước tiểu sẫm màu tăng dần vài ngày nay. Da khô và ngứa nhẹ gần đây. Ớn lạnh tăng dần.",Suy thận
Hơi thở mùi trái cây 1 tuần nay. Ngứa da khi gắng sức. Giảm cân không chủ ý gần đây. Cảm giác kiến bò ở bàn chân tăng dần gần đây. Đói và mệt mỏi nhẹ về đêm.,Tiểu đường
Ngất tăng dần gần đây. Phù mắt cá chân nhiều khi nghỉ.,Tim mạch
Chóng mặt từng cơn khi nghỉ. Vã mồ hôi lạnh dai dẳng 2 tuần gần đây.,Tim mạch
Ngứa da từng cơn 2 tuần gần đây. Khô miệng tăng dần khi nghỉ.,Tiểu đường
Phù chân từng cơn về đêm. Rối loạn giấc ngủ tăng dần 2 tuần gần đây.,Xơ gan hoặc gan có vấn đề
Khô miệng tăng dần. Tê bì tay chân tăng dần. Nhiễm trùng da tái phát từng cơn gần đây. Khát nước liên tục vài ngày nay.,Tiểu đường
Ban đỏ giới hạn vùng tiếp xúc nhiều về đêm. Mụn nước phồng rộp nhiều về đêm. Ngứa dữ dội dai dẳng gần đây. Da dày lên theo mảng từng cơn gần đây. Cảm giác châm chích dai dẳng 2 tuần gần đây.,Viêm da tiếp xúc
Đau tăng khi ngồi lâu nhiều khi nghỉ. Cứng khớp buổi sáng nhẹ về đêm.,Đau lưng và viêm khớp
Da sưng nề nhẹ khi gắng sức. Da nứt nẻ nhiều 2 tuần gần đây.,Viêm da tiếp xúc
Hoa mắt chóng mặt từng cơn 1 tuần nay. Khó thở nhiều vài ngày nay. Căng tức khi đi tiểu nhiều vài ngày nay. Chán ăn từng cơn 2 tuần gần đây. Ngứa dai dẳng nhẹ về đêm.,Suy thận
Nước tiểu đục gần đây. Đau lan xuống háng dai dẳng 1 tuần nay. Nước tiểu có mùi hôi về đêm. Nôn nhẹ về đêm. Đau quặn hông lưng dai dẳng.,Sỏi thận
Sưng quanh hậu môn khi nghỉ. Sa búi trĩ dai dẳng gần đây. Ngứa quanh hậu môn dai dẳng gần đây. Cảm giác cộm vướng từng cơn gần đây. Đau rát hậu môn dai dẳng về đêm.,Trĩ
Cơ giật dai dẳng khi gắng sức. Mệt mỏi 1 tuần nay. Phù mặt nhiều 2 tuần gần đây. Ngứa dai dẳng dai dẳng về đêm. Tiểu ra máu dai dẳng 2 tuần gần đây.,Suy thận
"Thỉnh thoảng, Mụn nước phồng rộp tăng dần 1 tuần nay. Cảm giác châm chích gần đây.",Viêm da tiếp xúc
Đói và mệt mỏi nhiều 2 tuần gần đây. Ngứa da tăng dần 2 tuần gần đây. Khát về đêm tăng dần. Cảm giác kiến bò ở bàn chân nhiều vài ngày nay. Nhiễm trùng da tái phát tăng dần vài ngày nay.,Tiểu đường
Sưng đau khớp cổ tay nhẹ khi nghỉ. Sưng khớp dai dẳng gần đây.,Đau lưng và viêm khớp
Sốt nhẹ khi gắng sức. Đổ mồ hôi dai dẳng về đêm. Sổ mũi từng cơn 1 tuần nay. Mệt mỏi dai dẳng khi nghỉ.,Cảm cúm hoặc cảm lạnh
Sốt cao. Khò khè dai dẳng. Đau cơ từng cơn 1 tuần nay. Đau họng dai dẳng khi nghỉ. Viêm họng tăng dần.,Cảm cúm hoặc cảm lạnh
Đau tăng khi nâng vật nặng từng cơn khi gắng sức. Yếu chân nhẹ gần đây. Nóng đỏ khớp dai dẳng vài ngày nay. Cứng khớp buổi sáng khi nghỉ. Đau lưng dữ dội nhiều khi gắng sức.,Đau lưng và viêm khớp
"Khoảng 3 ngày nay, Đau rát hậu môn tăng dần gần đây. Cảm giác cộm vướng dai dẳng về đêm. Chảy máu khi đi tiêu từng cơn gần đây. Đau khi ngồi lâu 1 tuần nay.",Trĩ
"Hiện tại, Chảy máu cam về đêm. Phù chân từng cơn về đêm. Sao mạch trên da 2 tuần gần đây. Rối loạn giấc ngủ 1 tuần nay.",Xơ gan hoặc gan có vấn đề
Da khô và ngứa ngáy nhiều về đêm. Tăng huyết áp khó kiểm soát 2 tuần gần đây. Rối loạn giấc ngủ tăng dần gần đây. Đau ngực nhẹ 2 tuần gần đây. Chán ăn nhẹ.,Suy thận
Lòng bàn tay đỏ tăng dần về đêm. Mệt mỏi nhẹ khi gắng sức.,Xơ gan hoặc gan có vấn đề
Hơi thở mùi trái cây tăng dần 1 tuần nay. Khát về đêm 2 tuần gần đây. Tê bì tay chân vài ngày nay. Chuột rút dai dẳng khi gắng sức. Khát nước liên tục từng cơn gần đây.,Tiểu đường
"Thỉnh thoảng, Đau lưng dữ dội vài ngày nay. Yếu chân nhiều về đêm. Đau lưng âm ỉ vài ngày nay.",Đau lưng và viêm khớp
"Hiện tại, Chảy nước mũi nhiều vài ngày nay. Hắt hơi dai dẳng gần đây.",Cảm cúm hoặc cảm lạnh
Ngứa da nhẹ 2 tuần gần đây. Đói và mệt mỏi tăng dần khi nghỉ.,Tiểu đường
Da dày lên theo mảng nhẹ. Da rỉ dịch nhiều khi nghỉ. Mụn nước phồng rộp từng cơn về đêm. Da sưng nề tăng dần gần đây. Rát bỏng da nhẹ về đêm.,Viêm da tiếp xúc
Đau quặn hông lưng nhẹ 2 tuần gần đây. Nôn tăng dần. Đau rát khi đi tiểu 1 tuần nay. Đau tăng từng cơn dai dẳng 2 tuần gần đây.,Sỏi thận
Nhiễm trùng da tái phát nhiều về đêm. Khát nước liên tục từng cơn vài ngày nay.,Tiểu đường
"Gần đây, Sao mạch trên da nhẹ 1 tuần nay. Phù chân về đêm.",Xơ gan hoặc gan có vấn đề
